Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
TME,10.43,Call,10.00,01/21/22,624,2.35,2.43,2.50,2.40,1035,540,1.92,39.49%,05/07/20
C,44.64,Call,46.00,05/15/20,8,0.96,0.99,1.02,0.96,1555,808,1.92,57.59%,05/07/20
ROKU,137.5,Call,190.00,05/08/20,1,0.38,0.39,0.40,0.40,4526,2358,1.92,341.21%,05/07/20
CCL,13.53,Call,14.00,05/15/20,8,0.60,0.63,0.65,0.64,5225,2717,1.92,105.03%,05/07/20
NCLH,12,Put,11.50,05/15/20,8,0.75,0.8,0.85,0.84,1541,805,1.91,154.99%,05/07/20
GLUU,8.95,Call,10.00,05/15/20,8,0.30,0.32,0.35,0.35,5129,2690,1.91,136.52%,05/07/20
ROKU,137.5,Call,142.00,05/08/20,1,5.80,6.03,6.25,6.11,680,358,1.9,279.95%,05/07/20
RPD,50.8,Call,60.00,05/15/20,8,0.25,0.35,0.45,0.40,761,401,1.9,91.73%,05/07/20
MGM,14.93,Call,15.50,05/15/20,8,0.47,0.49,0.50,0.49,786,413,1.9,82.26%,05/07/20
CMA,32.37,Put,32.50,05/15/20,8,1.34,1.4,1.46,1.37,1570,826,1.9,68.36%,05/07/20
PG,112.17,Call,116.00,05/15/20,8,0.11,0.35,0.59,0.39,1579,833,1.9,24.23%,05/07/20
BYND,122.66,Call,140.00,05/15/20,8,1.86,2.11,2.36,2.00,3464,1825,1.9,100.45%,05/07/20
GOOGL,1369.28,Put,1340.00,05/08/20,1,0.45,1,1.55,1.25,528,280,1.89,33.57%,05/07/20
MRNA,53.19,Call,52.00,05/15/20,8,3.20,3.45,3.70,3.40,589,311,1.89,88.79%,05/07/20
QCOM,78.83,Put,78.00,05/15/20,8,1.48,1.54,1.60,1.59,635,336,1.89,42.92%,05/07/20
SPCE,19.84,Put,19.00,05/15/20,8,1.06,1.16,1.25,1.07,706,373,1.89,126.97%,05/07/20
SPWR,7.26,Call,8.00,05/15/20,8,0.20,0.26,0.31,0.32,850,449,1.89,138.02%,05/07/20
AMZN,2364.55,Call,2405.00,05/08/20,1,1.50,2.11,2.71,2.18,991,523,1.89,28.12%,05/07/20
W,176.89,Call,180.00,05/08/20,1,1.65,1.97,2.30,2.05,1831,969,1.89,90.65%,05/07/20
TSLA,780.04,Put,745.00,05/08/20,1,1.52,1.68,1.83,1.58,2150,1139,1.89,72.46%,05/07/20
BA,128.65,Put,123.00,05/08/20,1,0.45,0.63,0.80,0.46,2440,1293,1.89,85.18%,05/07/20
UBER,30.93,Put,26.00,05/08/20,1,0.22,0.25,0.27,0.24,3671,1938,1.89,279.99%,05/07/20
TSLA,780.04,Put,800.00,05/08/20,1,22.00,23.38,24.75,24.00,4444,2357,1.89,68.87%,05/07/20
BYND,122.66,Call,150.00,05/08/20,1,0.08,0.11,0.13,0.12,5770,3053,1.89,193.28%,05/07/20
BA,128.65,Call,140.00,05/08/20,1,0.10,0.11,0.12,0.12,8057,4268,1.89,94.67%,05/07/20
TTD,322.5,Call,325.00,05/08/20,1,16.30,18.15,20.00,16.80,508,270,1.88,266.73%,05/07/20
PCTY,121.47,Put,120.00,05/15/20,8,4.90,5.45,6.00,5.90,513,273,1.88,92.99%,05/07/20
AMZN,2364.55,Call,2385.00,05/08/20,1,3.80,5.2,6.60,5.76,573,305,1.88,27.39%,05/07/20
LYFT,31.78,Call,30.50,05/08/20,1,1.58,1.71,1.83,1.54,961,510,1.88,111.81%,05/07/20
PSTG,14.97,Call,17.50,06/19/20,43,0.50,0.58,0.65,0.55,625,334,1.87,66.73%,05/07/20
TSLA,780.04,Call,775.00,05/08/20,1,11.90,13.08,14.25,13.03,2780,1485,1.87,63.43%,05/07/20
SPCE,19.84,Call,19.00,05/15/20,8,1.79,1.84,1.88,1.83,4596,2452,1.87,119.27%,05/07/20
LVS,47.37,Call,50.00,05/15/20,8,0.60,0.62,0.64,0.61,5125,2742,1.87,55.21%,05/07/20
APA,11.88,Put,12.50,07/17/20,71,2.54,2.57,2.60,2.60,563,303,1.86,108.13%,05/07/20
AMZN,2364.55,Put,2345.00,05/08/20,1,2.95,5.13,7.30,5.70,892,479,1.86,26.99%,05/07/20
TSLA,780.04,Put,780.00,05/15/20,8,31.90,32.45,33.00,32.50,1873,1006,1.86,70.87%,05/07/20
AMZN,2364.55,Put,2300.00,05/08/20,1,0.80,0.97,1.13,1.26,5202,2791,1.86,35.28%,05/07/20
BABA,196.49,Put,192.50,05/08/20,1,0.25,0.3,0.35,0.32,5310,2855,1.86,38.73%,05/07/20
NKE,88.56,Call,89.00,05/15/20,8,1.60,1.65,1.70,1.74,585,317,1.85,37.01%,05/07/20
LYFT,31.78,Call,37.00,05/15/20,8,0.17,0.22,0.26,0.22,671,362,1.85,83.06%,05/07/20
ZM,157.8,Call,175.00,05/08/20,1,0.05,0.13,0.20,0.10,951,513,1.85,104.00%,05/07/20
JPM,91.21,Put,91.00,05/08/20,1,0.95,0.99,1.02,0.97,1033,557,1.85,56.42%,05/07/20
ZS,74.88,Call,80.00,05/15/20,8,0.45,0.53,0.60,0.55,1094,590,1.85,48.81%,05/07/20
GILD,77.61,Call,79.00,05/15/20,8,1.24,1.31,1.37,1.27,1258,681,1.85,40.55%,05/07/20
NCLH,12,Call,12.50,05/08/20,1,0.20,0.23,0.25,0.25,3212,1733,1.85,178.75%,05/07/20
FEYE,11.95,Call,10.00,05/15/20,8,1.80,1.9,2.00,2.08,562,305,1.84,111.18%,05/07/20
BA,128.65,Call,128.00,05/15/20,8,6.05,6.18,6.30,6.15,758,413,1.84,76.58%,05/07/20
VTIQ,14.85,Call,20.00,01/15/21,253,2.85,3.23,3.60,3.30,1039,566,1.84,97.51%,05/07/20
IRM,24.55,Put,22.50,06/19/20,43,0.90,0.95,1.00,0.95,1041,566,1.84,56.17%,05/07/20
FSLR,44.66,Call,45.00,05/08/20,1,1.40,1.46,1.53,1.41,544,298,1.83,168.14%,05/07/20
ROKU,137.5,Put,119.00,05/08/20,1,1.20,1.25,1.29,1.24,778,426,1.83,257.02%,05/07/20
XOM,44.24,Put,41.50,05/15/20,8,0.57,0.59,0.60,0.58,584,321,1.82,62.91%,05/07/20
HTZ,3.05,Put,1.00,06/19/20,43,0.30,0.32,0.35,0.35,3167,1744,1.82,477.03%,05/07/20
BYND,122.66,Put,115.00,01/15/21,253,25.20,25.65,26.10,26.00,641,354,1.81,78.12%,05/07/20
BP,24.06,Put,23.00,07/17/20,71,1.70,1.73,1.77,1.71,938,518,1.81,53.94%,05/07/20
ROKU,137.5,Put,115.00,05/15/20,8,1.31,1.43,1.55,1.41,1480,819,1.81,110.13%,05/07/20
ROKU,137.5,Call,145.00,05/15/20,8,6.30,6.55,6.80,6.57,2106,1162,1.81,118.31%,05/07/20
BA,128.65,Call,135.00,05/15/20,8,3.10,3.18,3.25,3.20,3263,1804,1.81,74.80%,05/07/20
MAG,12.23,Put,12.50,05/15/20,8,0.60,0.7,0.80,0.70,548,305,1.8,76.28%,05/07/20
LYFT,31.78,Call,31.00,05/15/20,8,1.98,2.09,2.21,2.07,707,392,1.8,88.84%,05/07/20
HEAR,11.49,Call,11.00,05/15/20,8,1.60,1.63,1.65,1.55,2365,1316,1.8,194.73%,05/07/20
SNAP,18.15,Call,18.00,05/22/20,15,0.84,0.87,0.90,0.86,838,467,1.79,53.23%,05/07/20
LVS,47.37,Call,52.00,05/15/20,8,0.20,0.26,0.31,0.30,883,492,1.79,57.86%,05/07/20
"Downloaded from Barchart.com as of 05-08-2020 01:12am CDT"
